kode_prodi,nama_prodi,daya_tampung_2019,jumlah_peminat_2018,jumlah_peminat_2017,jumlah_peminat_2016,daya_tampung_2018,daya_tampung_2017,daya_tampung_2016,sma_ipa_2018,sma_ipa_2017,sma_ipa_2016,ma_ipa_2018,ma_ipa_2017,ma_ipa_2016,sma_ips_2018,sma_ips_2017,sma_ips_2016,ma_ips_2018,ma_ips_2017,ma_ips_2016,smk_ipa_2018,smk_ipa_2017,smk_ipa_2016,smk_ips_2018,smk_ips_2017,smk_ips_2016,smk_agama_2018,smk_agama_2017,smk_agama_2016,aceh_2018,aceh_2017,aceh_2016,sumatera_utara_2018,sumatera_utara_2017,sumatera_utara_2016,riau_2018,riau_2017,riau_2016,bengkulu_2018,bengkulu_2017,bengkulu_2016,kalimantan_barat_2018,kalimantan_barat_2017,kalimantan_barat_2016
1511251,TEKNIK GEOLOGI,34,119,143,158,18,17,15,86,99,99,5,8,9,4,9,10,,1,2,18,19,33,1,3,1,1,,,,,1,12,15,10,4,4,2,,,2,,,1
1511297,ILMU KESEHATAN MASYARAKAT,144,780,1065,525,84,136,19,578,814,378,78,79,53,45,64,42,7,12,3,40,68,23,8,12,9,,,,,2,,75,124,38,15,31,8,1,3,,,,
1511243,TEKNIK PERTAMBANGAN,39,569,721,707,18,17,14,318,373,324,32,35,32,60,106,98,11,20,16,88,111,137,26,39,60,4,,2,4,2,1,61,46,42,10,13,6,2,2,3,,,
1511266,BIOLOGI,34,152,188,172,17,16,16,125,152,136,17,22,23,3,,3,,,,5,4,8,,3,2,,,,1,,,22,26,25,5,1,,2,2,,,,
1511235,SISTEM INFORMASI,74,771,827,695,16,15,15,380,379,276,41,42,26,120,123,105,20,19,19,124,153,147,45,54,57,5,6,1,,1,,38,38,31,12,14,15,3,2,1,,,
1511274,FISIKA,20,60,57,49,20,17,16,53,43,37,6,6,5,,1,,,,,,5,5,,,1,,,,,,,11,8,6,1,2,4,,,,,,
1511212,FARMASI,38,940,1066,973,14,15,15,662,768,675,58,70,95,32,45,47,8,12,11,136,121,100,10,20,12,1,,,1,3,2,90,97,78,18,42,38,4,11,5,,,
1511204,ILMU KEPERAWATAN,60,380,402,379,30,23,18,258,257,251,29,32,32,25,42,28,6,7,10,41,41,38,5,12,6,,,,,,2,30,27,25,14,9,10,1,,,,,
1511154,KIMIA,36,123,122,121,16,16,13,106,102,95,13,11,13,,,1,,,,3,8,9,,,1,,,,,,,9,7,9,3,2,4,,,,,,
1511282,MATEMATIKA,34,105,111,115,14,18,15,77,82,85,6,7,9,8,7,5,1,2,7,5,6,6,3,3,2,,,,,,,9,5,8,4,1,4,1,,,,,
1511355,TEKNIK SIPIL,25,562,719,603,19,23,15,318,416,289,38,27,35,81,91,83,11,17,20,65,110,114,20,29,33,2,2,,,1,,45,33,23,2,7,7,2,,2,,,
1511146,KEDOKTERAN,68,2014,1866,1593,42,42,25,1821,1721,1437,193,145,156,,,,,,,,,,,,,,,,18,11,6,182,200,191,116,89,74,40,39,27,2,,1
1511131,PETERNAKAN,110,606,624,558,117,114,101,386,396,320,30,20,22,72,93,76,10,8,22,66,69,67,19,16,19,2,,,,1,1,154,130,126,9,8,6,1,,,,,
1511073,TEKNOLOGI HASIL PERTANIAN,61,347,378,274,52,53,30,251,270,183,17,27,14,29,32,23,3,3,6,31,34,33,7,4,8,1,,,1,,,58,50,31,8,4,4,3,,,,,
1511065,AGRIBISNIS,119,1117,1173,838,113,81,75,822,778,574,50,68,39,105,153,95,19,11,23,68,93,61,30,41,26,2,2,3,1,1,,221,228,162,23,29,17,2,1,,,1,
1511034,PEND. FISIKA,58,184,209,195,45,28,26,149,175,165,31,28,24,,1,,,,,3,5,1,,,3,,,1,,,1,28,29,26,6,4,4,,,,,,
1511227,PEMANFAATAN SUMBERDAYA PERIKANAN,44,208,190,157,55,27,20,146,125,95,9,8,5,27,26,28,,6,3,16,17,12,4,5,8,,,,,,,70,44,30,5,2,2,,,,,,
1511042,PEND. BIOLOGI,55,474,461,510,45,30,29,387,383,420,66,58,57,2,4,10,2,4,3,9,8,7,5,,5,,,,,,,45,47,50,10,11,7,1,,3,,,
1511026,PEND. MATEMATIKA,55,397,449,435,40,33,26,290,326,317,51,42,39,12,25,16,1,11,13,22,23,24,13,14,17,,1,,,,,31,30,31,7,11,14,1,,,,,
1511115,PEND. OLAHRAGA & KESEHATAN,72,667,702,702,63,45,26,257,254,204,35,30,24,223,251,274,36,29,54,46,56,70,36,54,49,3,1,2,,,,42,35,27,6,4,4,1,2,1,,,
1511057,AGROEKOTEKNOLOGI,94,739,678,568,112,86,75,555,476,436,41,29,30,40,38,26,8,7,7,71,108,42,9,8,12,2,1,,1,1,1,226,154,169,20,23,18,,,1,,,
1422321,PENDIDIKAN MUSIK,30,161,127, - ,40,42, - ,40,31,,4,8,,70,65,,7,4,,12,5,,21,8,,,1,,,,,6,11,,9,2,,4,8,,,,
1511123,KEHUTANAN,97,684,766,608,62,83,38,436,447,330,41,36,35,98,126,104,9,14,26,48,87,69,32,24,22,,,,,1,,151,121,116,5,16,11,,1,1,,,
1422336,PENDIDIKAN KEAGAMAAN ISLAM,81,817,579, - ,96,95, - ,219,146,,55,36,,221,185,,61,69,,52,31,,79,38,,5,,,5,4,,50,39,,65,33,,20,5,,1,,
1422294,MANAJEMEN PERHOTELAN (NK),84,1974,1710,1427,124,128,67,434,377,288,47,32,21,935,796,696,59,73,54,67,73,62,314,272,229,1,1,,3,4,1,56,42,33,69,52,52,27,20,17,,,1
1422313,PENDIDIKAN BAHASA JEPANG,29,193,188,161,34,30,14,65,56,54,3,6,5,77,70,61,11,5,11,13,12,7,15,22,17,,,,,1,1,5,3,5,7,9,5,9,7,2,,,
1422305,DISAIN KOM. VISUAL (NK),54,727,596,513,62,60,31,162,152,105,28,4,16,270,213,203,24,22,18,93,84,78,111,70,59,2,1,,,4,2,21,15,24,25,19,15,13,10,8,,,
1422263,PENJASKESREK,250,858,947,978,258,228,167,201,241,217,32,23,28,444,490,527,50,48,51,71,68,87,32,38,42,1,,,5,1,4,24,25,26,41,44,34,54,59,58,,,
1422255,TATA RIAS DAN KECANTIKAN (NK),55,838,645,537,59,65,24,251,190,158,26,24,17,337,253,196,23,28,29,34,21,15,127,88,102,,,,5,5,3,25,24,31,62,37,23,29,16,13,,,
1422344,PERPUSTAKAAN DAN ILMU INFORMASI,32,1137,1020, - ,36,21, - ,265,251,,39,36,,529,464,,77,75,,34,41,,138,116,,,,,5,8,,20,22,,44,29,,11,9,,,,
1422286,GEOGRAFI (NK),61,697,622,505,49,71,28,66,36,34,8,8,6,510,474,376,82,69,63,11,10,9,14,18,7,,,,7,1,2,25,26,19,49,51,48,7,10,8,,,
1422247,PENDD. KESEJAHTERAAN KELUARGA,64,719,597,572,68,95,47,104,107,112,24,17,21,178,162,159,38,23,18,29,30,25,285,197,200,1,,1,4,3,5,14,15,6,41,36,28,26,8,8,,,
1422224,AKUNTANSI (NK),36,1993,2019,1943,36,52,32,500,519,456,61,50,54,714,777,754,115,110,137,87,82,60,436,418,417,1,1,1,8,10,10,61,58,39,100,83,75,65,45,60,,4,
1422271,PENDD. KEPELATIHAN OLAHRAGA,167,1284,1246,1068,164,161,87,338,284,201,46,33,33,621,680,583,75,55,54,94,82,107,65,50,47,,,1,2,1,2,51,36,38,69,49,58,48,45,29,,,
1422216,MANAJEMEN (NK),64,3566,3435,2673,26,78,37,857,820,596,81,92,65,1553,1545,1234,201,193,139,162,140,98,543,498,449,2,2,2,7,12,4,108,80,55,151,136,115,83,70,51,2,1,2
1422182,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),48,485,485,487,48,70,42,142,149,160,25,20,19,216,231,218,34,28,37,11,13,14,36,29,26,,,,3,6,1,14,12,14,14,22,9,7,5,8,,,
1422232,EKONOMI PEMBANGUNAN (NK),36,1275,1224,1193,41,54,31,208,193,183,26,24,20,682,648,661,71,94,78,39,36,28,206,197,181,1,,1,7,7,4,44,37,27,39,28,28,14,12,11,2,,
1422174,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,50,997,998,910,104,85,26,51,49,44,10,7,11,759,775,712,137,126,118,8,6,3,14,15,5,,,,3,9,2,34,28,18,61,43,29,36,17,25,,,
1422197,ILMU ADMINISTRASI NEGARA (NK),48,2560,2173,1848,50,89,39,684,491,470,87,70,52,1184,1113,881,159,114,101,64,49,43,294,264,246,2,,1,8,9,9,86,54,43,117,79,55,43,34,25,1,2,
1422166,PENDIDIKAN SEJARAH,80,530,553,651,74,85,53,100,105,102,15,17,18,282,342,407,68,39,55,19,8,23,26,26,27,,,,4,,1,31,21,19,28,16,23,19,33,33,,,
1422201,PENDIDIKAN EKONOMI,36,617,692,671,48,66,40,54,73,69,10,7,11,322,335,324,42,63,71,26,18,24,136,172,149,1,1,,3,2,1,21,19,27,29,32,22,14,10,10,,,
1422151,PENDIDIKAN GEOGRAFI,60,480,544,542,46,73,32,55,55,57,9,7,13,332,390,367,73,76,94,5,5,6,6,5,1,,,,2,2,2,21,24,18,67,65,70,10,14,11,,,
1422104,BAHASA & SASTRA INDONESIA (NK),50,790,667,689,58,51,26,239,210,186,33,23,23,308,269,293,44,40,40,45,27,25,65,45,71,2,1,,6,5,1,24,23,17,28,28,25,16,17,12,1,,1
1422127,BAHASA & SASTRA INGGRIS (NK),36,872,805,647,36,40,23,293,296,233,39,26,29,320,279,213,46,31,37,51,65,34,74,62,64,2,,1,4,,1,31,28,14,47,40,29,17,13,9,,,
1422093,PENDD. BHS & SAST. INDO. & DAERAH,72,732,807,955,72,78,42,262,288,341,49,40,47,250,314,363,39,48,62,22,23,33,64,48,55,2,,,2,3,2,33,26,20,41,44,27,10,26,11,,1,
1422143,PENDIDIKAN SENDRATASIK,64,496,519,517,32,102,46,189,196,189,35,21,18,152,192,195,24,21,21,17,21,35,60,45,37,,1,,1,1,1,3,5,8,26,31,29,20,19,20,,,
1422062,PSIKOLOGI,126,2006,1580,1379,65,136,72,628,466,423,92,56,58,857,754,636,148,107,97,64,55,60,118,82,66,,1,,16,9,3,69,49,39,127,78,82,61,39,30,2,1,
1422077,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),100,3681,3810,3960,120,179,129,1428,1538,1524,260,218,207,1257,1340,1446,221,203,262,109,118,124,270,249,274,1,5,2,10,9,2,128,102,85,142,130,110,53,44,48,1,,
1422085,PEND. GURU PENDIDIKAN ANAK USIA DINI,84,1009,877,910,88,72,31,351,325,328,76,41,43,363,354,354,66,48,72,29,20,20,83,50,65,,3,,9,4,3,31,27,21,33,26,16,21,19,16,,,
1422054,BIMBINGAN DAN KONSELING,89,1272,1170,1261,139,70,51,351,303,379,70,47,42,508,533,554,92,68,80,44,37,48,126,113,101,,3,,16,7,4,76,40,40,49,50,34,29,18,11,,,
1511347,TEKNIK KIMIA,25,131,100,96,18,22,18,103,72,78,11,12,7,,,,,2,,11,13,9,2,,,,,,,,,17,7,6,4,2,,,,,,,
1422031,TEKNOLOGI PENDIDIKAN,50,681,469,518,86,68,39,158,109,116,25,5,14,306,219,265,36,28,27,52,42,50,74,47,34,1,2,,,,2,20,12,7,20,12,8,4,3,7,,,
1422112,PENDD. BHS INGGRIS,60,926,925,827,60,69,33,358,385,323,76,52,55,259,268,259,56,62,54,53,53,33,74,45,62,,1,1,10,9,3,63,43,34,83,68,47,37,28,31,2,3,
1422015,ADMINISTRASI PENDIDIKAN,63,1379,1222,1139,64,68,30,333,274,268,58,42,43,588,563,522,94,80,71,37,23,37,199,183,147,2,,1,2,1,3,36,29,14,39,36,28,15,7,4,,,
1422023,PENDIDIKAN LUAR BIASA,72,875,882,965,62,69,61,325,300,318,68,54,53,291,360,399,54,50,76,24,23,37,85,62,58,,2,1,22,16,13,34,47,37,50,44,23,24,36,29,,,
1421194,TEKNIK SIPIL,26,1675,1788, - ,26,30, - ,874,1036,,135,90,,155,146,,16,18,,349,367,,64,64,,4,9,,10,12,,58,63,,68,70,,47,30,,1,,
1421213,TEKNIK MESIN (NK),28,944, - , - ,13, - , - ,325,,,42,,,84,,,16,,,378,,,40,,,1,,,12,,,37,,,57,,,13,,,,,
1422046,PENDIDIKAN LUAR SEKOLAH,64,445,425,514,54,92,56,122,129,132,16,22,19,230,212,254,26,22,47,10,7,15,29,22,33,,,,1,1,1,6,8,11,9,9,13,7,3,,,,
1422135,PENDIDIKAN SENI RUPA,47,235,248,267,86,81,57,56,58,66,23,16,7,78,84,98,8,13,17,11,17,23,43,37,40,1,,,2,3,2,19,6,9,8,10,8,7,7,18,,,
1421171,TEKNIK ELEKTRO INDUSTRI (NK),39,1067,1083,986,41,43,36,534,550,512,72,70,52,50,38,37,9,6,9,309,349,320,39,25,18,2,4,3,7,6,6,46,35,41,46,34,42,9,12,10,1,,
1421155,ILMU KEOLAHRAGAAN (NK),169,677,708,541,170,169,135,309,314,225,47,40,26,154,197,147,26,21,12,76,77,81,41,23,26,,2,2,3,1,1,43,36,22,22,18,22,14,24,10,,,
1421132,PENDIDIKAN TEKNIK OTOMOTIF,39,436,489,484,53,59,38,80,74,72,19,5,13,38,39,32,7,7,5,231,286,282,21,25,31,3,4,2,11,6,11,26,19,31,26,25,21,12,15,13,,,
1421147,PEND. TEKNIK INFORMATIKA DAN KOMPUTER,39,1721,1438,1410,36,49,17,662,544,512,102,55,65,208,209,213,35,23,33,496,403,388,102,95,106,9,2,5,23,10,8,92,82,72,122,77,72,58,45,35,1,1,3
1421101,PENDIDIKAN TEKNIK ELEKTRO,39,361,414,358,39,46,36,148,168,168,21,26,13,11,17,20,3,2,2,142,164,126,9,21,8,1,2,2,4,2,3,12,13,16,32,23,20,7,2,4,,,
1421163,TEKNIK PERTAMBANGAN (NK),16,1404,1562,1485,14,45,15,789,881,801,80,95,60,137,165,160,12,16,23,284,296,348,50,51,50,,,,9,9,9,90,67,59,66,74,50,31,26,31,2,,2
1421205,STATISTIKA (NK),18,474, - , - ,20, - , - ,381,,,48,,,8,,,,,,22,,,9,,,,,,2,,,32,,,16,,,6,,,,,
1421186,PENDIDIKAN ILMU PENGETAHUAN ALAM,54,437,608, - ,54,53, - ,353,501,,72,65,,2,2,,,,,8,33,,,3,,,,,,1,,18,31,,24,26,,5,4,,,,
1421124,PENDIDIKAN TEKNIK MESIN,39,297,529,544,41,64,33,76,136,136,13,18,12,13,40,40,2,8,6,153,254,280,15,31,29,1,1,1,5,6,5,17,30,19,14,31,30,5,7,6,,,
1421082,KIMIA (NK),56,501,409,342,54,58,28,393,308,270,60,55,43,,,2,,,,39,37,22,,,1,,,,,1,,23,8,12,23,18,13,11,4,5,,,1
1421066,FISIKA (NK),54,309,295,273,58,53,26,260,256,240,39,30,24,1,1,,1,,,6,8,8,,,,,,,4,,,12,12,6,5,11,5,,2,2,,,
1421116,PENDIDIKAN TEKNIK ELEKTRONIKA,26,226,243,235,30,33,15,88,59,77,8,15,15,7,13,9,,1,1,96,133,103,11,5,9,,1,1,2,1,2,15,13,10,10,10,4,3,,2,,,
1421074,PENDIDIKAN KIMIA,64,482,484,497,64,75,43,407,405,398,63,63,72,,,1,,,,10,12,22,,,,,,,5,2,3,22,22,26,56,31,40,6,6,5,3,,
1421051,PENDIDIKAN FISIKA,72,375,375,405,64,74,40,310,320,332,55,47,63,,,,,,,8,7,7,1,1,1,,,,1,3,2,16,15,16,28,21,18,6,9,9,,,
1421043,BIOLOGI (NK),56,709,551,554,55,81,25,571,453,454,102,67,69,1,2,2,1,,2,23,22,19,3,2,2,,,,3,1,,27,19,23,28,22,20,16,15,11,1,,
1421027,MATEMATIKA (NK),42,495,409,508,54,50,29,388,331,405,64,41,56,6,6,7,4,4,5,12,12,18,17,7,12,,1,1,1,1,,16,17,26,28,22,15,8,6,10,,,
1412172,EKONOMI PEMBANGUNAN (KAMPUS 2 PAYAKUMBUH),24,352,399,449,24,32,55,53,57,63,6,8,7,188,222,242,30,16,33,9,14,14,49,70,79,,1,,2,,1,13,14,10,5,10,4,1,,,,,
1421035,PENDIDIKAN BIOLOGI,64,984,908,968,64,72,39,802,753,797,163,134,139,1,2,5,,,1,13,13,18,4,1,3,,,,5,4,6,64,58,53,79,66,53,14,24,25,2,1,
1421012,PENDIDIKAN MATEMATIKA,64,845,810,826,64,75,42,602,630,623,157,97,114,17,18,19,6,8,8,29,28,38,14,15,13,,,,4,5,5,33,40,42,71,70,51,18,19,19,,,
1412164,MANAJEMEN (KAMPUS 2 PAYAKUMBUH),24,510,568,515,24,32,54,98,105,94,12,7,9,265,294,263,15,22,21,23,34,20,75,85,94,,1,,,,,21,21,19,15,24,21,3,1,1,,,1
1412141,ILMU HUBUNGAN INTERNASIONAL,48,1043,878,716,27,24,20,376,301,248,41,35,18,420,359,308,68,60,39,25,40,25,57,37,52,1,1,,15,19,7,67,58,30,81,64,38,27,12,14,,2,1
1421097,PENDIDIKAN TEKNIK BANGUNAN,26,256,223,414,26,48,22,124,104,168,17,10,17,9,15,27,,4,2,89,65,168,9,15,15,2,1,,4,2,6,10,10,22,12,9,16,2,4,6,,,
1412102,SASTRA INDONESIA,36,657,700,704,34,32,48,165,188,158,27,22,20,326,328,368,31,44,41,17,29,22,49,47,54,,,,3,2,1,25,15,19,26,29,15,8,8,3,,,1
1412156,ILMU KOMUNIKASI,40,2141,1813,1560,40,40,19,499,393,340,58,46,34,1122,1010,888,124,83,83,97,110,65,156,106,109,1,1,2,10,6,7,79,59,38,161,138,101,23,29,18,2,2,1
1412091,ILMU ADMINISTRASI NEGARA,40,1922,1776,1661,40,24,19,413,366,341,50,34,22,1015,961,923,136,114,115,33,40,29,203,208,194,,3,1,12,13,2,91,57,56,106,88,70,22,12,14,1,4,1
1412117,SASTRA INGGRIS,36,982,895,791,36,36,30,369,320,292,32,44,19,364,336,305,55,41,50,47,47,30,62,57,66,1,1,,9,9,6,51,43,29,76,69,48,21,11,7,,,
1412083,ILMU POLITIK,40,1133,921,831,44,28,17,216,183,130,21,12,7,748,590,592,70,56,44,19,14,13,37,44,29,,,1,5,4,3,51,53,34,45,37,35,4,6,5,2,,
1412052,ANTROPOLOGI SOSIAL,40,837,518,535,40,24,12,76,62,47,10,2,5,609,370,405,77,39,40,13,6,5,30,22,17,,,,1,,1,23,15,11,21,13,9,5,4,3,,,
1412067,MANAJEMEN,64,3198,3035,2781,64,64,51,781,795,601,89,52,66,1506,1443,1384,165,165,177,98,92,88,422,381,392,3,1,1,4,12,6,112,119,73,210,187,146,45,37,44,4,,2
1412075,AKUNTANSI,64,2012,2108,2039,64,64,48,588,669,568,58,55,45,739,825,817,129,126,116,45,40,54,387,305,386,1,3,1,9,10,11,91,101,82,161,144,128,41,37,43,3,1,2
1412133,SASTRA JEPANG,28,415,420,296,24,24,31,143,136,88,12,12,5,166,194,128,20,8,13,19,29,28,29,21,23,,,,4,1,,22,14,10,10,16,14,10,13,7,1,,
1412021,ILMU HUKUM,200,3603,3163,3127,254,160,127,1032,917,853,105,51,54,1887,1737,1734,233,179,174,102,93,98,138,104,143,,3,2,18,13,9,157,136,127,196,165,117,38,31,36,2,3,1
1412013,EKONOMI PEMBANGUNAN,48,1346,1429,1514,44,48,40,230,245,238,26,19,20,773,822,908,89,106,102,33,28,22,163,172,196,,1,,5,5,1,72,73,56,48,57,42,11,12,12,2,1,
1411296,PENYULUHAN PERTANIAN,16,316, - , - ,16, - , - ,177,,,33,,,37,,,5,,,36,,,16,,,,,,3,,,33,,,7,,,5,,,2,,
1411307,TEKNOLOGI INDUSTRI PERTANIAN,24, - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412044,SOSIOLOGI,48,894,996,885,43,28,23,45,45,57,5,8,10,682,778,670,108,115,99,16,14,9,27,28,32,,,,5,3,1,27,22,20,29,38,29,13,9,13,,,
1412125,SASTRA DAERAH MINANGKABAU,32,231,268,262,32,28,52,33,46,58,4,6,6,123,159,129,16,18,17,12,7,12,29,20,32,,,,,,,1,4,2,4,3,5,,2,,,,
1411265,KEBIDANAN,20,646,530,503,20,20,15,490,389,382,65,64,57,20,26,22,2,2,5,41,23,23,10,11,5,,1,1,4,4,4,41,37,36,46,42,31,26,20,14,2,2,
1411234,ILMU TANAH,40,742,592,482,40,40,32,582,469,368,70,48,38,23,22,18,4,5,5,51,37,42,7,2,6,,,,3,1,3,34,46,26,37,25,19,11,7,7,,,1
1411281,PROTEKSI TANAMAN,40,515,342,564,40,40,54,420,270,460,61,35,57,8,7,19,1,2,,18,21,16,1,3,7,,,,2,1,,23,21,31,20,9,19,2,4,6,,1,
1411226,PSIKOLOGI,48,1903,1197,1188,41,32,21,1414,894,856,222,113,113,120,81,102,23,13,12,58,40,49,29,22,25,,,3,18,14,12,174,102,91,179,102,99,50,22,18,1,1,2
1411257,PETERNAKAN ( KAMPUS II PAYAKUMBUH),40,324,382,322,40,40,68,175,224,178,23,23,26,34,44,36,8,3,4,54,59,60,12,12,6,,1,,2,2,,22,30,18,10,13,9,,,,,,
1411203,TEKNOLOGI HASIL PERTANIAN,48,1027,1162,953,48,48,64,794,908,727,131,108,96,24,42,26,4,6,8,42,66,71,18,5,12,,1,1,3,4,2,64,72,48,53,55,21,10,7,6,,,
1411184,FARMASI,60,2830,2378,1968,60,60,45,1919,1618,1301,256,227,201,50,42,45,7,8,11,463,371,334,21,12,8,,1,,75,45,25,187,174,126,456,391,279,157,121,132,4,,2
1412036,ILMU SEJARAH,32,413,423,413,34,32,51,56,52,43,5,6,7,256,278,261,48,43,53,10,11,16,20,26,18,1,,,,,2,22,24,8,11,15,15,8,6,7,,,
1411161,TEKNIK LINGKUNGAN,40,1694,1212,1056,40,40,24,1435,1048,916,129,76,62,14,13,17,4,3,1,85,54,52,8,5,3,,,,2,9,7,70,47,30,186,109,66,22,7,10,,,
1411176,TEKNIK ELEKTRO,52,1448,1529,1168,52,52,40,923,980,677,74,96,62,29,19,27,1,6,5,333,362,341,29,22,17,2,1,2,9,5,9,54,42,39,115,118,72,8,8,5,2,1,1
1411192,TEKNIK PERTANIAN,48,998,1104,996,48,48,65,672,678,588,101,104,75,78,130,124,20,12,26,79,104,117,21,31,30,2,4,,,5,5,80,93,61,34,37,29,17,14,12,,,
1411137,TEKNIK MESIN,60,1660,1743,1764,60,60,47,909,1004,977,102,81,58,62,66,89,6,13,9,465,471,535,45,41,35,3,7,2,9,9,1,86,64,72,159,151,110,13,19,25,2,,
1411211,SISTEM INFORMASI,32,1771,1259,1180,24,18,18,1129,663,610,114,68,58,121,128,93,11,15,13,297,262,314,48,70,46,3,2,,7,12,2,88,82,51,134,68,62,18,16,10,,1,
1411153,TEKNIK INDUSTRI,52,1741,1672,1422,52,52,30,1280,1233,990,121,105,89,46,50,45,5,11,7,223,202,237,25,28,20,3,2,1,7,8,3,83,70,57,171,111,83,27,17,16,2,1,
1411122,PETERNAKAN,140,1691,1774,1705,140,140,195,1222,1245,1182,154,136,153,105,127,124,19,29,27,132,151,150,22,30,30,,2,1,6,3,3,154,149,123,51,63,48,14,14,9,1,1,
1411106,FISIKA,48,317,347,276,48,32,43,276,296,241,34,41,29,,1,,,,,6,8,5,,,,,,,3,2,1,14,13,9,19,15,9,1,4,1,,,
1411273,GIZI,20,1182,938,880,20,20,16,900,703,666,146,93,97,28,25,17,7,3,3,51,57,48,31,30,21,,,,9,10,10,102,90,73,89,106,105,15,18,17,1,1,
1411145,TEKNIK SIPIL,80,2373,2545,2118,80,80,60,1627,1789,1369,170,127,126,114,107,113,11,18,12,321,373,401,71,57,38,2,7,2,17,13,16,118,147,102,177,177,115,43,38,26,,1,2
1411114,SISTEM KOMPUTER,34,1438,1194,1135,34,24,20,706,522,418,84,63,38,119,126,128,18,24,8,353,311,399,73,61,80,6,5,2,7,7,2,90,82,53,107,73,63,26,23,14,,1,
1411095,MATEMATIKA,40,705,640,596,40,40,38,570,522,487,96,65,66,4,6,9,,4,1,17,24,22,13,8,6,1,,,4,1,1,30,28,24,49,45,21,8,9,6,1,,
1411064,PENDIDIKAN DOKTER GIGI,32,1338,1333,853,28,30,15,1099,1123,762,110,110,54,33,22,10,4,3,2,61,50,19,6,4,1,,1,,24,24,6,126,155,75,156,176,89,31,53,38,1,2,1
1411072,KIMIA,48,679,643,575,48,48,64,540,500,460,65,68,65,,2,,,,,60,61,41,,,,,,,,,,26,18,17,51,43,26,6,8,11,,,
1411025,AGROEKOTEKNOLOGI,70,1176,1351,1555,40,40,74,902,1065,1240,134,107,142,26,38,32,4,2,3,84,113,107,5,7,9,,,,3,5,10,179,156,181,91,102,86,14,14,10,,1,1
1411033,PENDIDIKAN DOKTER,100,3401,2897,2386,100,100,75,3029,2617,2151,372,280,235,,,,,,,,,,,,,,,,52,47,34,304,261,180,423,333,234,115,98,59,5,6,2
1411017,AGRIBISNIS,56,2143,1892,1698,48,40,31,1605,1412,1260,219,156,127,130,152,130,22,15,23,96,91,99,34,33,30,,,1,7,5,5,232,171,156,145,109,88,39,34,32,,2,
1411087,BIOLOGI,48,727,643,664,48,40,52,602,522,543,100,87,97,1,2,2,1,,2,17,24,12,,,3,,1,,10,3,1,31,28,25,44,31,31,6,10,10,,,
1432087,FOTOGRAFI,79,201,105, - ,65,30, - ,29,15,,3,1,,61,36,,6,4,,41,22,,35,17,,,1,,1,3,,2,2,,7,5,,,2,,,,
1432072,SENI MURNI,21,55,42, - ,44,45, - ,14,8,,3,1,,18,15,,3,2,,5,1,,2,8,,1,,,,1,,4,5,,2,1,,2,3,,,,
1432056,SENI KRIYA,37,64,36, - ,50,45, - ,10,1,,2,1,,14,10,,6,1,,5,6,,15,12,,,,,1,,,5,,,8,1,,3,1,,,,
1411056,ILMU KESEHATAN MASYARAKAT,60,2014,1859,1681,60,60,46,1587,1503,1354,235,178,159,46,41,52,7,4,5,101,80,76,11,21,12,,2,,14,6,7,162,119,81,204,161,154,24,15,17,,,
1432064,TV DAN FILM,64,304,206, - ,65,45, - ,48,44,,7,1,,92,50,,9,8,,69,46,,49,34,,1,,,3,1,,12,21,,18,6,,8,4,,,1,
1411041,ILMU KEPERAWATAN,72,1218,1071,760,50,48,18,882,780,557,128,85,75,46,63,33,10,6,4,102,88,63,24,18,10,,1,,9,11,4,49,52,36,108,97,50,17,16,12,2,,1
1432025,SENI TARI,72,169,27, - ,65,45, - ,58,10,,5,,,41,10,,4,1,,14,1,,31,2,,,,,1,,,5,2,,19,5,,13,2,,,1,
1432033,SENI MUSIK,63,223,108, - ,74,50, - ,52,31,,8,4,,79,48,,15,4,,17,5,,27,7,,1,1,,5,2,,13,7,,22,7,,13,3,,,,
1432017,SENI KARAWITAN,44,89,40, - ,60,45, - ,20,15,,2,,,36,13,,4,2,,6,3,,14,3,,,,,,,,,,,5,1,,4,1,,,,
1312221,PGSD,51,1687,1632,1588,46,44,42,705,709,645,110,76,66,581,587,602,81,73,95,54,52,52,91,89,91,1,3,2,,1,,191,186,165,1138,1054,1036,2,1,2,,2,
1312205,PEND JASMANI KESEHATAN & REKREASI,34,583,527,569,31,33,25,171,173,160,17,15,19,282,233,259,31,19,36,41,40,48,20,21,24,3,1,1,,2,,94,84,93,385,366,381,2,1,,,,
1312171,PEND. BAHASA JEPANG,17,164,201,160,16,38,46,61,89,58,9,6,7,43,77,63,5,4,5,8,9,15,28,7,6,,,,,1,1,17,27,18,109,116,79,,1,2,,,
1432041,SENI TEATER,36,62,50, - ,45,30, - ,14,15,,1,,,22,14,,5,5,,3,7,,9,4,,,,,,1,,4,1,,2,9,,2,,,,,
1312213,PEND KEPELATIHAN OLAHRAGA,40,423,425,455,29,34,25,137,121,98,15,14,20,177,184,225,31,26,24,30,43,36,20,17,23,,,1,,,1,68,62,49,268,270,312,,1,,,,
